year,month,day,dep_time,dep_delay,arr_time,arr_delay,carrier,tailnum,flight,origin,dest,air_time,distance,hour,minute
2014,8,23,940.0,5.0,1211.0,-14.0,OO,N223AG,3466,PDX,TUS,136.0,1119,9.0,40.0
2014,8,7,855.0,-5.0,1347.0,69.0,UA,N471UA,746,SEA,DEN,139.0,1024,8.0,55.0
2014,7,9,1359.0,35.0,1551.0,31.0,UA,N850UA,367,PDX,SFO,84.0,550,13.0,59.0
2014,4,16,1255.0,-5.0,1536.0,-19.0,AS,N569AS,726,SEA,SLC,84.0,689,12.0,55.0
2014,3,25,603.0,3.0,1208.0,-2.0,UA,N39461,1101,SEA,IAH,222.0,1874,6.0,3.0
2014,9,10,740.0,10.0,938.0,-2.0,WN,N618WN,831,SEA,SJC,101.0,697,7.0,40.0
2014,10,20,608.0,-2.0,933.0,-8.0,F9,N208FR,144,SEA,DEN,125.0,1024,6.0,8.0
2014,9,28,1452.0,2.0,1753.0,17.0,US,N669AW,500,SEA,PHX,146.0,1107,14.0,52.0
2014,7,10,2226.0,-6.0,432.0,-13.0,UA,N73283,1129,SEA,IAH,230.0,1874,22.0,26.0
2014,6,24,1618.0,8.0,1819.0,7.0,AS,N713AS,344,SEA,OAK,103.0,671,16.0,18.0
2014,9,25,1850.0,-5.0,2234.0,11.0,AS,N320AS,678,SEA,DEN,135.0,1024,18.0,50.0
2014,12,4,934.0,-3.0,1629.0,-18.0,DL,N399DA,2077,SEA,DTW,215.0,1927,9.0,34.0
2014,7,14,1208.0,18.0,1754.0,25.0,AS,N305AS,748,SEA,STL,201.0,1709,12.0,8.0
2014,11,20,705.0,0.0,1507.0,-12.0,DL,N713TW,2588,SEA,JFK,275.0,2422,7.0,5.0
2014,2,17,1436.0,96.0,1937.0,79.0,DL,N958DN,2164,PDX,MSP,161.0,1426,14.0,36.0
2014,11,28,852.0,-3.0,1314.0,-4.0,AS,N593AS,861,SEA,OGG,356.0,2640,8.0,52.0
2014,4,7,1258.0,-2.0,1516.0,-8.0,OO,N820SK,4828,SEA,LAS,120.0,867,12.0,58.0
2014,5,3,1102.0,2.0,1340.0,-10.0,WN,N7811F,2303,SEA,PHX,143.0,1107,11.0,2.0
2014,5,9,834.0,24.0,1349.0,14.0,WN,N665WN,381,PDX,MCI,178.0,1482,8.0,34.0
2014,11,13,2124.0,-1.0,2308.0,-15.0,AS,N788AS,384,PDX,SFO,87.0,550,21.0,24.0
2014,9,28,1934.0,4.0,2132.0,-12.0,UA,N836UA,508,SEA,SFO,96.0,679,19.0,34.0
2014,11,20,653.0,-7.0,910.0,-7.0,B6,N537JB,1121,PDX,LGB,120.0,846,6.0,53.0
2014,2,6,1843.0,3.0,7.0,72.0,AS,N584AS,863,PDX,OGG,381.0,2562,18.0,43.0
2014,10,7,635.0,0.0,917.0,7.0,WN,N248WN,1927,PDX,PHX,138.0,1009,6.0,35.0
2014,6,4,1856.0,-9.0,2044.0,-16.0,AS,N622AS,386,PDX,SFO,90.0,550,18.0,56.0
2014,9,22,802.0,-3.0,1633.0,3.0,AS,N408AS,18,SEA,MCO,306.0,2554,8.0,2.0
2014,7,9,1815.0,5.0,2054.0,-1.0,WN,N269WN,4628,PDX,SLC,85.0,630,18.0,15.0
2014,9,14,1704.0,-1.0,1946.0,5.0,AS,N614AS,474,SEA,LAX,134.0,954,17.0,4.0
2014,1,1,1450.0,49.0,2101.0,66.0,UA,N69806,1584,PDX,ORD,198.0,1739,14.0,50.0
2014,4,10,2156.0,1.0,27.0,5.0,AS,N597AS,450,SEA,LAX,131.0,954,21.0,56.0
2014,2,5,2129.0,-1.0,2355.0,-28.0,AS,N442AS,731,SEA,ANC,187.0,1448,21.0,29.0
2014,6,10,551.0,-9.0,835.0,-13.0,DL,N820DN,1831,PDX,SLC,79.0,630,5.0,51.0
2014,10,16,815.0,-5.0,1416.0,-19.0,UA,N426UA,439,SEA,IAH,224.0,1874,8.0,15.0
2014,11,26,1211.0,6.0,1433.0,3.0,WN,N425LV,1913,SEA,LAS,120.0,867,12.0,11.0
2014,6,25,2116.0,21.0,2333.0,9.0,AS,N423AS,731,SEA,ANC,184.0,1448,21.0,16.0
2014,2,18,644.0,-6.0,1009.0,-10.0,AS,N527AS,682,SEA,DEN,124.0,1024,6.0,44.0
2014,3,12,1201.0,-9.0,1405.0,-11.0,OO,N216AG,3454,PDX,BUR,112.0,817,12.0,1.0
2014,4,6,702.0,0.0,1208.0,-5.0,DL,N3733Z,2314,SEA,MSP,165.0,1399,7.0,2.0
2014,1,1,819.0,14.0,1343.0,-7.0,AA,N4XPAA,1220,PDX,DFW,178.0,1616,8.0,19.0
2014,8,20,1001.0,-4.0,1149.0,-18.0,AS,N596AS,346,SEA,OAK,91.0,671,10.0,1.0
2014,5,14,629.0,-1.0,1410.0,1.0,DL,N3756,1156,PDX,ATL,261.0,2172,6.0,29.0
2014,2,7,1120.0,0.0,1611.0,36.0,AS,N566AS,809,PDX,OGG,382.0,2562,11.0,20.0
2014,8,22,2317.0,7.0,151.0,-1.0,AS,N508AS,127,SEA,FAI,200.0,1533,23.0,17.0
2014,3,29,1025.0,-10.0,1555.0,-35.0,AS,N622AS,686,PDX,ORD,195.0,1739,10.0,25.0
2014,8,24,2040.0,25.0,2328.0,18.0,AS,N568AS,418,SEA,SLC,92.0,689,20.0,40.0
2014,4,12,1208.0,-3.0,1247.0,-3.0,OO,N582SW,5411,PDX,EUG,27.0,106,12.0,8.0
2014,12,10,1025.0,0.0,1534.0,-5.0,AS,N453AS,36,SEA,MSP,167.0,1399,10.0,25.0
2014,1,11,947.0,-3.0,1229.0,-29.0,AS,N517AS,131,PDX,ANC,207.0,1542,9.0,47.0
2014,4,28,1800.0,-1.0,1940.0,-11.0,OO,N935SW,5553,PDX,SFO,84.0,550,18.0,0.0
2014,12,29,1652.0,-3.0,1917.0,-8.0,AS,N468AS,448,SEA,LAX,117.0,954,16.0,52.0
2014,10,17,1134.0,-6.0,1744.0,9.0,AA,N3APAA,1628,SEA,ORD,213.0,1721,11.0,34.0
2014,12,23,2232.0,2.0,2328.0,13.0,AS,N419AS,414,SEA,PDX,36.0,129,22.0,32.0
2014,11,12,1902.0,7.0,2058.0,3.0,AS,N713AS,386,PDX,SFO,89.0,550,19.0,2.0
2014,7,7,1049.0,-6.0,1825.0,-14.0,DL,N175DN,716,PDX,ATL,249.0,2172,10.0,49.0
2014,12,15,1230.0,0.0,1820.0,0.0,AA,N3AJAA,74,SEA,DFW,197.0,1660,12.0,30.0
2014,9,27,1218.0,-2.0,1839.0,29.0,AA,N3BXAA,124,SEA,DFW,212.0,1660,12.0,18.0
2014,7,21,654.0,-6.0,922.0,-4.0,AS,N626AS,582,PDX,SNA,131.0,859,6.0,54.0
2014,3,8,2223.0,8.0,457.0,-11.0,UA,N433UA,714,PDX,ORD,194.0,1739,22.0,23.0
2014,11,19,1159.0,0.0,1409.0,-2.0,UA,N76526,1214,SEA,SFO,103.0,679,11.0,59.0
2014,2,28,1745.0,15.0,2012.0,10.0,B6,N828JB,1007,SEA,LGB,135.0,965,17.0,45.0
2014,8,4,1120.0,0.0,1403.0,5.0,AS,N423AS,460,SEA,LAX,136.0,954,11.0,20.0
2014,7,6,1409.0,-6.0,1613.0,-7.0,AS,N613AS,316,SEA,SFO,99.0,679,14.0,9.0
2014,10,27,1411.0,-9.0,1624.0,-14.0,OO,N219AG,3482,SEA,SBA,111.0,908,14.0,11.0
2014,10,25,655.0,20.0,944.0,43.0,AS,N705AS,230,PDX,SAN,144.0,933,6.0,55.0
2014,2,13,2213.0,-2.0,633.0,-17.0,AA,N634AA,1070,SEA,MIA,299.0,2724,22.0,13.0
2014,8,3,748.0,18.0,1006.0,40.0,AS,N799AS,244,PDX,SFO,109.0,550,7.0,48.0
2014,8,8,1558.0,-2.0,1642.0,-10.0,OO,N812SK,4500,PDX,SEA,31.0,129,15.0,58.0
2014,9,28,821.0,-9.0,1028.0,-4.0,AS,N506AS,626,PDX,LAS,108.0,763,8.0,21.0
2014,10,10,117.0,92.0,653.0,88.0,AA,N3FNAA,1230,SEA,DFW,191.0,1660,1.0,17.0
2014,9,5,1140.0,0.0,1342.0,-8.0,WN,N8624J,571,PDX,LAS,104.0,763,11.0,40.0
2014,8,27,515.0,-5.0,741.0,-9.0,US,N176UW,425,PDX,PHX,128.0,1009,5.0,15.0
2014,4,26,1634.0,19.0,1904.0,4.0,WN,N385SW,1111,SEA,PHX,135.0,1107,16.0,34.0
2014,3,15,653.0,-7.0,1441.0,-29.0,DL,N710TW,418,SEA,JFK,265.0,2422,6.0,53.0
2014,6,4,756.0,-4.0,1614.0,-15.0,AS,N566AS,18,SEA,MCO,296.0,2554,7.0,56.0
2014,5,27,554.0,-6.0,809.0,4.0,WN,N639SW,2519,PDX,LAS,118.0,763,5.0,54.0
2014,11,18,603.0,-7.0,720.0,18.0,OO,N617QX,4825,PDX,SEA,29.0,129,6.0,3.0
2014,10,21,501.0,-9.0,702.0,-23.0,UA,N835UA,468,SEA,SFO,100.0,679,5.0,1.0
2014,2,28,2325.0,150.0,111.0,126.0,WN,N608SW,340,SEA,OAK,96.0,671,23.0,25.0
2014,5,29,702.0,-8.0,1307.0,7.0,AA,N3JHAA,2218,PDX,ORD,211.0,1739,7.0,2.0
2014,5,14,743.0,-7.0,1023.0,-10.0,AS,N618AS,634,SEA,PHX,138.0,1107,7.0,43.0
2014,6,18,1012.0,-3.0,1317.0,6.0,DL,N6712B,1857,SEA,SLC,88.0,689,10.0,12.0
2014,2,20,827.0,-8.0,1650.0,11.0,US,N662AW,669,SEA,PHL,294.0,2378,8.0,27.0
2014,9,23,1010.0,-5.0,1242.0,-8.0,VX,N523VA,784,SEA,LAX,131.0,954,10.0,10.0
2014,9,2,654.0,-6.0,1023.0,-8.0,AS,N523AS,676,SEA,DEN,121.0,1024,6.0,54.0
2014,12,28,1506.0,111.0,1749.0,111.0,DL,N666DN,1208,PDX,SLC,75.0,630,15.0,6.0
2014,12,23,1603.0,3.0,1702.0,2.0,AS,N792AS,696,SEA,GEG,36.0,224,16.0,3.0
2014,8,10,1157.0,-4.0,1240.0,-5.0,OO,N562SW,5325,PDX,RDM,31.0,116,11.0,57.0
2014,9,12,1854.0,-1.0,2222.0,-1.0,AS,N523AS,678,SEA,DEN,120.0,1024,18.0,54.0
2014,10,3,530.0,0.0,851.0,-16.0,UA,N77518,1570,SEA,DEN,125.0,1024,5.0,30.0
2014,1,3,638.0,-2.0,1210.0,-16.0,AS,N546AS,668,SEA,DFW,193.0,1660,6.0,38.0
2014,3,4,1247.0,-3.0,1744.0,-21.0,DL,D942DN,2164,PDX,MSP,161.0,1426,12.0,47.0
2014,6,16,1150.0,5.0,1758.0,-6.0,UA,N37470,1246,SEA,IAH,222.0,1874,11.0,50.0
2014,4,13,1608.0,18.0,1742.0,2.0,OO,N910SW,5212,PDX,SFO,80.0,550,16.0,8.0
2014,2,19,1702.0,17.0,1931.0,12.0,DL,N385DN,1129,SEA,LAX,114.0,954,17.0,2.0
2014,12,13,1313.0,-2.0,1855.0,0.0,AS,N520AS,664,SEA,DFW,202.0,1660,13.0,13.0
2014,6,12,542.0,-3.0,918.0,-7.0,WN,N7728D,1945,SEA,DEN,138.0,1024,5.0,42.0
2014,10,8,1431.0,12.0,1637.0,4.0,UA,N433UA,362,SEA,SFO,97.0,679,14.0,31.0
2014,7,1,1810.0,-5.0,2150.0,1.0,AS,N419AS,678,SEA,DEN,125.0,1024,18.0,10.0
2014,7,7,1041.0,-4.0,1620.0,-20.0,WN,N765SW,4235,PDX,MDW,206.0,1751,10.0,41.0
2014,5,21,1420.0,5.0,1540.0,0.0,WN,N646SW,274,PDX,SMF,64.0,479,14.0,20.0
2014,6,15,1436.0,-4.0,1720.0,-13.0,US,N644AW,500,SEA,PHX,141.0,1107,14.0,36.0
2014,3,11,1027.0,2.0,1315.0,10.0,DL,N322NB,2189,PDX,SLC,92.0,630,10.0,27.0
2014,11,24,714.0,34.0,915.0,12.0,AS,N303AS,558,PDX,LAX,100.0,834,7.0,14.0
2014,12,23,743.0,8.0,852.0,1.0,AS,N762AS,65,SEA,KTN,115.0,680,7.0,43.0
2014,10,27,1949.0,-11.0,2158.0,-13.0,OO,N219AG,3464,PDX,ONT,104.0,838,19.0,49.0
2014,6,25,1416.0,136.0,1622.0,137.0,AS,N792AS,306,SEA,SFO,110.0,679,14.0,16.0
2014,1,19,1840.0,-5.0,2101.0,-16.0,AS,N625AS,510,SEA,SNA,129.0,978,18.0,40.0
2014,10,11,1200.0,0.0,1429.0,-1.0,AS,N402AS,460,SEA,LAX,117.0,954,12.0,0.0
2014,10,25,612.0,-3.0,910.0,21.0,AS,N612AS,504,SEA,SNA,157.0,978,6.0,12.0
2014,6,14,1058.0,-2.0,1326.0,-1.0,AS,N569AS,91,SEA,ANC,190.0,1448,10.0,58.0
2014,3,3,719.0,-6.0,1421.0,-17.0,DL,N3742C,822,SEA,DTW,210.0,1927,7.0,19.0
2014,4,14,630.0,0.0,1009.0,-6.0,WN,N728SW,478,SEA,ABQ,138.0,1180,6.0,30.0
2014,6,20,2400.0,10.0,535.0,0.0,AA,N3GHAA,2486,SEA,ORD,197.0,1721,24.0,0.0
2014,7,2,1626.0,-4.0,1901.0,-16.0,DL,N396DA,1363,SEA,LAX,132.0,954,16.0,26.0
2014,5,29,1156.0,96.0,1351.0,86.0,VX,N841VA,753,SEA,SFO,97.0,679,11.0,56.0
2014,7,6,802.0,-3.0,1606.0,1.0,AS,N464AS,742,SEA,ATL,271.0,2182,8.0,2.0
2014,7,27,654.0,-6.0,1519.0,7.0,DL,N3752,400,PDX,JFK,302.0,2454,6.0,54.0
2014,2,17,1924.0,-1.0,2117.0,-8.0,WN,N778SW,986,SEA,SJC,99.0,697,19.0,24.0
2014,7,31,827.0,-3.0,1110.0,-9.0,US,N655AW,612,SEA,PHX,147.0,1107,8.0,27.0
2014,4,9,1530.0,0.0,1805.0,7.0,AS,N564AS,542,SEA,LAX,128.0,954,15.0,30.0
2014,8,10,630.0,-5.0,846.0,-22.0,DL,N358NW,1777,SEA,LAS,120.0,867,6.0,30.0
2014,10,15,1016.0,1.0,1647.0,-13.0,AS,N524AS,788,SEA,MSY,249.0,2086,10.0,16.0
2014,8,12,946.0,-4.0,1233.0,-6.0,OO,N218AG,3492,PDX,SLC,93.0,630,9.0,46.0
2014,7,15,759.0,-9.0,1029.0,-20.0,B6,N554JB,1207,SEA,LGB,130.0,965,7.0,59.0
2014,5,1,823.0,-7.0,1100.0,-14.0,US,N625AW,471,SEA,PHX,139.0,1107,8.0,23.0
2014,7,29,1700.0,0.0,1855.0,-10.0,VX,N642VA,755,SEA,SFO,104.0,679,17.0,0.0
2014,5,30,1119.0,-6.0,1249.0,5.0,AS,N525AS,75,SEA,JNU,133.0,909,11.0,19.0
2014,1,4,,,,,WN,N400WN,4174,SEA,DEN,,1024,,
2014,5,5,707.0,-3.0,949.0,4.0,AS,N506AS,240,SEA,SAN,149.0,1050,7.0,7.0
2014,7,3,1545.0,22.0,1626.0,19.0,OO,N217SW,5331,PDX,RDM,29.0,116,15.0,45.0
2014,2,4,1759.0,-6.0,2043.0,2.0,OO,N606SK,4744,SEA,LAX,117.0,954,17.0,59.0
2014,1,15,753.0,-7.0,1336.0,-21.0,UA,N27421,1466,SEA,ORD,200.0,1721,7.0,53.0
2014,4,16,1433.0,23.0,1815.0,15.0,WN,N795SW,121,SEA,ABQ,137.0,1180,14.0,33.0
2014,6,6,1530.0,0.0,1725.0,-5.0,WN,N7746C,715,SEA,OAK,97.0,671,15.0,30.0
2014,2,7,725.0,5.0,931.0,1.0,WN,N618WN,758,SEA,SJC,109.0,697,7.0,25.0
2014,8,2,832.0,2.0,1128.0,9.0,US,N509AY,612,SEA,PHX,146.0,1107,8.0,32.0
2014,12,15,1059.0,174.0,1921.0,176.0,AS,N546AS,16,SEA,MCO,295.0,2554,10.0,59.0
2014,6,1,1651.0,1.0,1925.0,2.0,AS,N413AS,448,SEA,LAX,133.0,954,16.0,51.0
2014,3,10,1826.0,-4.0,2023.0,-20.0,AS,N706AS,302,SEA,SFO,95.0,679,18.0,26.0
2014,7,17,1621.0,12.0,1721.0,19.0,OO,N566SW,5420,PDX,SEA,42.0,129,16.0,21.0
2014,10,6,2313.0,34.0,640.0,35.0,DL,N815DN,2497,PDX,ATL,242.0,2172,23.0,13.0
2014,3,12,1557.0,105.0,2208.0,124.0,UA,N467UA,464,PDX,ORD,219.0,1739,15.0,57.0
2014,10,9,1221.0,36.0,1356.0,31.0,WN,N796SW,3400,PDX,OAK,83.0,543,12.0,21.0
2014,5,2,1932.0,27.0,2120.0,20.0,AS,N779AS,386,PDX,SFO,89.0,550,19.0,32.0
2014,4,8,1358.0,13.0,1626.0,6.0,WN,N925WN,532,PDX,PHX,133.0,1009,13.0,58.0
2014,3,9,1932.0,2.0,2241.0,-14.0,AS,N533AS,893,SEA,HNL,353.0,2677,19.0,32.0
2014,7,13,1948.0,3.0,2107.0,-6.0,DL,N617DL,761,SEA,JNU,119.0,909,19.0,48.0
2014,6,28,623.0,-2.0,827.0,-14.0,OO,N215AG,3460,PDX,ONT,111.0,838,6.0,23.0
2014,6,24,555.0,-5.0,1150.0,-5.0,AA,N3JMAA,2218,SEA,ORD,207.0,1721,5.0,55.0
2014,8,5,2048.0,-12.0,2138.0,-14.0,OO,N583SW,5433,SEA,PDX,32.0,129,20.0,48.0
2014,2,14,2243.0,18.0,552.0,-12.0,US,N658AW,462,PDX,CLT,227.0,2282,22.0,43.0
2014,10,18,1744.0,-6.0,1917.0,-18.0,WN,N7748A,929,PDX,OAK,81.0,543,17.0,44.0
2014,8,5,1518.0,-2.0,1756.0,-4.0,AS,N597AS,494,SEA,SAN,144.0,1050,15.0,18.0
2014,8,19,556.0,-4.0,810.0,-7.0,AS,N403AS,604,SEA,LAS,116.0,867,5.0,56.0
2014,7,13,1952.0,27.0,2325.0,20.0,WN,N630WN,1918,SEA,DEN,129.0,1024,19.0,52.0
2014,11,18,1009.0,-6.0,1419.0,4.0,HA,N385HA,25,PDX,HNL,347.0,2603,10.0,9.0
2014,4,26,1309.0,-1.0,1543.0,-17.0,WN,N251WN,1829,SEA,PHX,136.0,1107,13.0,9.0
2014,8,23,1026.0,-4.0,1625.0,5.0,AS,N626AS,686,PDX,ORD,225.0,1739,10.0,26.0
2014,9,13,1130.0,-10.0,1346.0,-15.0,AS,N579AS,572,PDX,SAN,123.0,933,11.0,30.0
2014,7,8,1522.0,11.0,1842.0,-1.0,UA,N14731,1130,PDX,DEN,118.0,991,15.0,22.0
2014,3,5,907.0,-8.0,1234.0,-31.0,OO,N216AG,3466,PDX,TUS,130.0,1119,9.0,7.0
2014,2,28,1020.0,-4.0,1302.0,-13.0,DL,N313US,1857,SEA,SLC,89.0,689,10.0,20.0
2014,3,19,658.0,-2.0,919.0,-16.0,VX,N638VA,1780,SEA,LAX,123.0,954,6.0,58.0
2014,4,9,1247.0,-3.0,1750.0,-14.0,DL,N951DN,2164,PDX,MSP,159.0,1426,12.0,47.0
2014,9,24,,,,,OO,N983CA,5197,PDX,SFO,,550,,
2014,9,5,521.0,1.0,753.0,3.0,US,N650AW,635,PDX,PHX,131.0,1009,5.0,21.0
2014,5,20,1647.0,-3.0,1909.0,-14.0,AS,N461AS,448,SEA,LAX,121.0,954,16.0,47.0
2014,9,24,1149.0,64.0,1441.0,61.0,HA,N594HA,25,PDX,HNL,327.0,2603,11.0,49.0
2014,7,1,2358.0,-1.0,554.0,-2.0,UA,N433UA,586,PDX,IAH,215.0,1825,23.0,58.0
2014,8,5,2.0,7.0,729.0,-6.0,DL,N804DN,1688,SEA,ATL,248.0,2182,0.0,2.0
2014,6,30,824.0,-6.0,1426.0,11.0,AS,N409AS,28,SEA,ORD,206.0,1721,8.0,24.0
2014,7,25,626.0,-4.0,1350.0,-17.0,DL,N814DN,1156,PDX,ATL,247.0,2172,6.0,26.0
2014,4,2,1021.0,-4.0,1318.0,-27.0,AS,N569AS,801,PDX,LIH,333.0,2631,10.0,21.0
2014,12,23,949.0,4.0,1235.0,-17.0,AS,N469AS,131,PDX,ANC,214.0,1542,9.0,49.0
2014,6,28,723.0,8.0,921.0,3.0,AS,N318AS,338,SEA,SJC,101.0,697,7.0,23.0
2014,8,15,1017.0,2.0,1304.0,-7.0,DL,N6708D,2582,SEA,SLC,85.0,689,10.0,17.0
2014,8,29,1826.0,-9.0,2054.0,-14.0,AS,N625AS,510,SEA,SNA,128.0,978,18.0,26.0
2014,10,7,715.0,-5.0,902.0,5.0,AS,N537AS,805,SEA,SMF,84.0,605,7.0,15.0
2014,4,25,1736.0,-9.0,2035.0,4.0,US,N678AW,496,SEA,PHX,150.0,1107,17.0,36.0
2014,3,13,1343.0,-2.0,1526.0,0.0,AS,N556AS,362,SEA,SMF,79.0,605,13.0,43.0
2014,1,16,1125.0,-10.0,1306.0,-9.0,VX,N530VA,817,PDX,SFO,87.0,550,11.0,25.0
2014,5,17,1207.0,0.0,1254.0,4.0,OO,N564SW,5325,PDX,RDM,30.0,116,12.0,7.0
2014,7,25,1043.0,-2.0,1616.0,-24.0,WN,N774SW,4235,PDX,MDW,201.0,1751,10.0,43.0
2014,7,30,1813.0,24.0,12.0,11.0,UA,N16217,1412,SEA,IAH,217.0,1874,18.0,13.0
2014,7,3,,,,,OO,N953SW,5210,PDX,SFO,,550,,
2014,4,4,754.0,-6.0,1604.0,-30.0,AS,N403AS,18,SEA,MCO,292.0,2554,7.0,54.0
2014,1,16,1438.0,77.0,1532.0,78.0,OO,N579SW,5423,PDX,SEA,39.0,129,14.0,38.0
2014,8,4,2015.0,-5.0,2156.0,-9.0,WN,N450WN,1561,PDX,OAK,81.0,543,20.0,15.0
2014,2,13,1201.0,5.0,1729.0,-29.0,UA,N18243,1266,PDX,IAH,191.0,1825,12.0,1.0
2014,11,3,1557.0,-1.0,2101.0,1.0,DL,N678DL,1770,SEA,MSP,164.0,1399,15.0,57.0
2014,5,7,1455.0,-5.0,1548.0,-2.0,OO,N223SW,5417,SEA,PDX,33.0,129,14.0,55.0
2014,8,22,710.0,-5.0,912.0,-8.0,AS,N419AS,338,SEA,SJC,94.0,697,7.0,10.0
2014,8,24,827.0,-4.0,1440.0,16.0,UA,N559UA,618,SEA,ORD,214.0,1721,8.0,27.0
2014,3,24,753.0,-7.0,1525.0,-21.0,UA,N563UA,419,SEA,IAD,253.0,2306,7.0,53.0
2014,4,19,1719.0,-1.0,1941.0,-11.0,B6,N563JB,1007,SEA,LGB,128.0,965,17.0,19.0
2014,11,28,1019.0,-1.0,1357.0,43.0,AS,N760AS,85,SEA,ANC,236.0,1448,10.0,19.0
2014,7,21,19.0,-6.0,526.0,-6.0,DL,N369NW,1403,PDX,MSP,166.0,1426,0.0,19.0
2014,9,19,1548.0,3.0,1753.0,7.0,AS,N791AS,322,SEA,SJC,99.0,697,15.0,48.0
2014,1,2,708.0,-7.0,1003.0,-14.0,DL,N338NB,2397,SEA,SLC,87.0,689,7.0,8.0
2014,12,25,1308.0,-2.0,1617.0,9.0,AS,N788AS,726,SEA,SLC,101.0,689,13.0,8.0
2014,6,9,1840.0,0.0,2058.0,8.0,WN,N610WN,4242,PDX,LAS,105.0,763,18.0,40.0
2014,6,27,1218.0,33.0,1814.0,10.0,UA,N75429,1246,SEA,IAH,210.0,1874,12.0,18.0
2014,5,6,710.0,-5.0,1004.0,-1.0,AS,N512AS,833,PDX,HNL,333.0,2603,7.0,10.0
2014,7,3,659.0,-1.0,929.0,9.0,AS,N609AS,608,SEA,LAS,115.0,867,6.0,59.0
2014,11,22,1851.0,1.0,2117.0,-2.0,AS,N613AS,510,SEA,SNA,122.0,978,18.0,51.0
2014,7,29,613.0,3.0,1226.0,-4.0,WN,N237WN,2010,SEA,HOU,236.0,1894,6.0,13.0
2014,11,20,728.0,-4.0,1331.0,-16.0,UA,N459UA,301,SEA,IAH,221.0,1874,7.0,28.0
2014,3,15,1937.0,7.0,2123.0,2.0,UA,N69816,1103,PDX,SFO,80.0,550,19.0,37.0
2014,10,24,1113.0,-9.0,1321.0,5.0,OO,N495CA,5197,PDX,SFO,106.0,550,11.0,13.0
2014,12,9,1135.0,0.0,1411.0,4.0,B6,N506JB,107,SEA,LGB,140.0,965,11.0,35.0
2014,11,16,1020.0,-7.0,1314.0,-1.0,DL,N654DL,1857,SEA,SLC,86.0,689,10.0,20.0
2014,12,13,1116.0,81.0,1321.0,77.0,AS,N799AS,318,SEA,SFO,95.0,679,11.0,16.0
2014,11,13,1234.0,44.0,1826.0,36.0,AA,N3DMAA,1628,SEA,ORD,198.0,1721,12.0,34.0
2014,10,26,1139.0,-1.0,1722.0,-13.0,AA,N3JMAA,1628,SEA,ORD,199.0,1721,11.0,39.0
2014,9,1,1138.0,-2.0,1719.0,-16.0,AA,N3GYAA,1628,SEA,ORD,186.0,1721,11.0,38.0
2014,10,26,1328.0,-2.0,1550.0,-1.0,AS,N534AS,610,SEA,LAS,113.0,867,13.0,28.0
2014,4,21,726.0,-2.0,944.0,7.0,UA,N36447,1145,SEA,SFO,119.0,679,7.0,26.0
2014,11,1,1439.0,25.0,2048.0,28.0,UA,N37287,1212,SEA,IAH,230.0,1874,14.0,39.0
2014,10,7,611.0,1.0,847.0,7.0,AS,N409AS,454,SEA,LAX,124.0,954,6.0,11.0
2014,10,23,956.0,-4.0,1458.0,-22.0,AS,N320AS,756,SEA,MCI,163.0,1489,9.0,56.0
2014,11,18,1726.0,-4.0,1904.0,-6.0,WN,N796SW,1446,PDX,OAK,84.0,543,17.0,26.0
2014,2,1,554.0,-6.0,1320.0,-7.0,DL,N3764D,2482,PDX,ATL,243.0,2172,5.0,54.0
2014,10,16,601.0,1.0,816.0,-2.0,AS,N309AS,602,SEA,LAS,120.0,867,6.0,1.0
2014,5,17,1059.0,-1.0,1336.0,-14.0,WN,N902WN,2303,SEA,PHX,138.0,1107,10.0,59.0
2014,8,5,2126.0,-4.0,2225.0,1.0,AS,N303AS,694,SEA,GEG,39.0,224,21.0,26.0
2014,10,23,1046.0,-12.0,1358.0,-38.0,UA,N401UA,235,SEA,DEN,112.0,1024,10.0,46.0
2014,2,9,,,,,OO,N580SW,5433,SEA,PDX,,129,,
2014,9,9,2234.0,-6.0,440.0,-20.0,UA,N37465,1129,SEA,IAH,221.0,1874,22.0,34.0
2014,1,20,638.0,-2.0,847.0,0.0,OO,N215AG,3456,PDX,BUR,103.0,817,6.0,38.0
2014,5,28,1306.0,-9.0,1538.0,-5.0,OO,N689CA,4828,SEA,LAS,125.0,867,13.0,6.0
2014,3,23,1452.0,-3.0,1722.0,-17.0,US,N621AW,500,SEA,PHX,136.0,1107,14.0,52.0
2014,8,12,2050.0,-5.0,2320.0,1.0,AS,N513AS,598,PDX,SAN,132.0,933,20.0,50.0
2014,6,21,1359.0,-1.0,2001.0,11.0,AA,N3KMAA,2318,SEA,DFW,207.0,1660,13.0,59.0
2014,8,5,2313.0,-2.0,2355.0,2.0,AS,N518AS,410,SEA,BLI,28.0,93,23.0,13.0
2014,7,12,1013.0,-7.0,1554.0,-21.0,WN,N299WN,3005,PDX,MDW,204.0,1751,10.0,13.0
2014,12,27,1054.0,-4.0,1232.0,-22.0,OO,N923SW,5580,PDX,SFO,84.0,550,10.0,54.0
2014,5,22,1015.0,0.0,1229.0,-21.0,VX,N524VA,784,SEA,LAX,120.0,954,10.0,15.0
2014,5,3,1301.0,-4.0,1842.0,-7.0,AS,N309AS,664,SEA,DFW,200.0,1660,13.0,1.0
2014,7,9,853.0,-2.0,1621.0,-17.0,DL,N391DA,902,PDX,ATL,248.0,2172,8.0,53.0
